Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
iron-hook-on-wooden-base-home-with-3-nails,Iron Hook on wooden base - Home with 3 nails,"<p>Dimensions (Inches):<br>
L - 8.25, D - 3, H - 4.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",552.0,shopify,0,deny,manual,460.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-picket-with-hooks,Iron Hook on wooden base - Picket with Hooks,"<p>Dimensions (Inches):<br>
L - 11.25, D - 3.25, H - 5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1188.0,shopify,0,deny,manual,700.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-picket-with-nails,Iron Hook on wooden base - Picket with Nails,"<p>Dimensions (Inches):<br>
L - 11.25, D - 3.25, H - 5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1010.0,shopify,0,deny,manual,640.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-single-nail,Iron Hook on wooden base - Single Nail,"<p>Dimensions (Inches):<br>
L - 3, D - 2.75, H - 5.75</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",220.0,shopify,0,deny,manual,220.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-seashells,Iron Hook on wooden base - Seashells,"<p>Dimensions (Inches):<br>
L - 11.25, D - 2.75, H - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1142.0,shopify,0,deny,manual,700.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-hash,Iron Hook on wooden base - Hash,"<p>Dimensions (Inches):<br>
L - 3, D - 2.5, H - 4.75</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",290.0,shopify,0,deny,manual,410.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-ampersand,Iron Hook on wooden base - Ampersand,"<p>Dimensions (Inches):<br>
L - 3, D - 2.5, H - 6.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",278.0,shopify,0,deny,manual,410.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
iron-hook-on-wooden-base-at,Iron Hook on wooden base - AT,"<p>Dimensions (Inches):<br>
L - 3, D - 2.75, H - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",278.0,shopify,0,deny,manual,410.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
stainless-steel-bowl-copper,Stainless Steel Bowl -Copper,"Accentuated by the stunning copper finish, this stainless steel bowl is the best buy for your kitchen with its handles making utility a convenience. <a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><strong>Click here for Copper Cleaning Instructions</strong></a>
Dimensions (Inches):
Dia - 6, H - 2",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",405.0,shopify,0,deny,manual,440.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
stainless-steel-cutwork-container,Stainless Steel Cutwork Container,"This stainless steel container, with an antique copper finish and cut work detail, is a smart choice to organise your kitchen and hold cutlery. <a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><strong>Click here for Copper Cleaning Instructions</strong></a>
Dimensions (Inches):
Dia - 4, H - 7",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",408.0,shopify,0,deny,manual,410.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
copper-spoon-set-4,Copper Spoon Set 4,"Product Description:

Give your kitchen a makeover with the finest of copper ware available. This set of 4 copper spoons will make a good start for your collection.

 

<span style=""color: #000080; font-size: small;""><a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><span style=""color: #000080;""><strong>Click here for Copper Cleaning Instructions</strong></span></a>
Dimensions (Inches):
(Small Dia - 0.5, H - 5), (Medium Dia - 1, H - 5), (Large Dia - 1.5, H - 5)</span>",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",290.0,shopify,0,deny,manual,220.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
stainless-steel-measurement-cup-set-4,Stainless Steel Measurement Cup - Set 4,"Product Description:

The classic combination of stainless steel with a copper finish makes this set of measurement cups an elegant buy for your kitchen. 

<strong><br></strong>

<span style=""color: #000080; font-size: small;""><a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><span style=""color: #000080;""><strong>Click here for Copper Cleaning Instructions</strong></span></a>

 

<strong>Note:</strong></span> Please do not store milk, juices and other beverages in copper vessels.
Dimensions (Inches):
(Small Dia - 2.25, H - 1), (Medium Dia - 2.5, H - 1.25), (Large Dia - 3.5, H - 2)",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",360.0,shopify,0,deny,manual,460.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
jute-cone-sachets-sandal-wood,Jute Cone Sachets - Sandal Wood,"<p>Dimensions (Inches):<br>
L- 4.75, H - 6</p>",Isha Life,,Fragrances,"",false,Title,Default Title,,,,,,,,"",262.0,shopify,0,deny,manual,130.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
jute-cone-sachets-aqua,Jute Cone Sachets - Aqua,"<p>Dimensions (Inches):<br>
L- 4.75, H - 6</p>",Isha Life,,Fragrances,"",false,Title,Default Title,,,,,,,,"",262.0,shopify,0,deny,manual,130.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
jute-cone-sachets-cinnamon,Jute Cone Sachets - Cinnamon,"<p>Dimensions (Inches):<br>
L- 4.75, H - 6</p>",Isha Life,,Fragrances,"",false,Title,Default Title,,,,,,,,"",262.0,shopify,0,deny,manual,130.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
jute-cone-sachets-patchouli,Jute Cone Sachets - Patchouli,"<p>Dimensions (Inches):<br>
L- 4.75, H - 6</p>",Isha Life,,Fragrances,"",false,Title,Default Title,,,,,,,,"",262.0,shopify,0,deny,manual,130.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
jute-cone-sachets-jasmine,Jute Cone Sachets - Jasmine,"<p>Dimensions (Inches):<br>
L- 4.75, H - 6</p>",Isha Life,,Fragrances,"",false,Title,Default Title,,,,,,,,"",262.0,shopify,0,deny,manual,130.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-glass,Wall Plaque - Iron / Glass,"<p>With its simple design and powerful quote, this wall plaque fits right into a office cubicle or living area, and helps you stay inspired throughout the day.<br>
Dimensions (Inches):<br>
L - 7, H - 7</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1500.0,shopify,0,deny,manual,500.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-rose,Wall Plaque - Iron (Rose ),"<p>This plaque adds to the aesthetic appeal of your room, while subtly reminding you to take breaks from your busy schedule and appreciate life.<br>
Dimensions (Inches):<br>
L - 7.25, H - 14.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",320.0,shopify,0,deny,manual,300.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-friend,Wall Plaque - Iron (Friend ),"<p>With lyrics from the famous song by The Beatles, this wall plaque makes a perfect choice to blend with the contemporary look of any room.<br>
Dimensions (Inches):<br>
L - 5.25, H - 16</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",370.0,shopify,0,deny,manual,210.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-present,Wall Plaque - Iron (Present ),"<p>Keep yourself motivated by adorning your wall with this iron plaque; it has a minimalistic design that depicts the importance of the present.<br>
Dimensions (Inches):<br>
L - 4, H - 11.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",155.0,shopify,0,deny,manual,170.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-best-time,Wall Plaque - Iron (Best Time ),"<p>A classic addition to anyone's work area, this iron wall plaque will keep you inspired while bringing forth a modern aesthetic.<br>
Dimensions (Inches):<br>
L - 3, H - 6</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",125.0,shopify,0,deny,manual,110.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-yolo,Wall Plaque - Iron (Yolo ),"<p>Add some swag to your walls with this YOLO wall plaque, designed to enhance the contemporary style quotient of your living space.<br>
Dimensions (Inches):<br>
L - 4, H - 11.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",160.0,shopify,0,deny,manual,170.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
wall-plaque-iron-live-like,Wall Plaque - Iron (Live Like ),"<p>With a copper finish, this iron wall plaque is a great addition to your set of collectables. It also makes for a good gifting option.<br>
Dimensions (Inches):<br>
L - 5.25, H - 9.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",155.0,shopify,0,deny,manual,170.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-plain-hammered-big,Planter plain hammered - Big,"<p>Transform any living space or work area with this textured planter that has an antique silver finish.<br>
Dimensions (Inches):<br>
L - 15.5, D - 5.5, H - 8.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",3480.0,shopify,0,deny,manual,3450.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-plain-hammered-med,Planter plain hammered - Med,"<p>Transform any living space or work area with this textured planter that has an antique silver finish.<br>
Dimensions (Inches):<br>
L - 12, D - 5, H - 6.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1885.0,shopify,0,deny,manual,2210.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-plain-hammered-small,Planter plain hammered - Small,"<p>Transform any living space or work area with this textured planter that has an antique silver finish.<br>
Dimensions (Inches):<br>
L - 9.5, D - 4, H - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1300.0,shopify,0,deny,manual,1420.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-embossed-design-1,Planter Embossed Design 1,"<p>Enhance the appeal of your corner table with this unconventional textured planter. Its antique silver finish adds a dash of class to your home decor.<br>
Dimensions (Inches):<br>
Dia - 8.5, H - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1750.0,shopify,0,deny,manual,1900.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-embossed-design-2,Planter Embossed Design 2,"<p>This textured container sports an antique silver finish that adds an artistic touch to the room; use it in your home or at work.<br>
Dimensions (Inches):<br>
Dia - 7.5, H - 8.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1830.0,shopify,0,deny,manual,2400.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-embossed-big,Planter embossed - Big,"<p>With its unique shape and antique silver finish, this textured planter adds beauty to your living space or garden with its traditional design.<br>
Dimensions (Inches):<br>
L - 12, D - 7, H - 5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1780.0,shopify,0,deny,manual,1900.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
planter-embossed-small,Planter embossed - Small,"<p>With its unique shape and antique silver finish, this textured planter adds beauty to your living space or garden with its traditional design.<br>
Dimensions (Inches):<br>
L - 9.5, D - 5.5, H - 3.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1170.0,shopify,0,deny,manual,1330.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
vase-ribbed,Vase ribbed,"<p>This vase is textured in a ribbed pattern, which is highlighted by an antique silver finish that complements any interiors.<br>
Dimensions (Inches):<br>
Dia Top - 4.5, H - 8.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1350.0,shopify,0,deny,manual,2660.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
glass-embossed,Glass embossed,"<p>With its ornate embossed detailing, this textured glass features an antique silver finish; it adds flair to your kitchen arsenal.<br>
Dimensions (Inches):<br>
Dia Top - 4.5, H - 5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",300.0,shopify,0,deny,manual,640.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
tray-rectangular-embossed-big,Tray rectangular embossed - Big,"<p>Impress guests as you enhance your serving style with this textured rectangular tray with an antique silver finish.<br>
Dimensions (Inches):<br>
L - 25, D - 7, H - 0.75</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1740.0,shopify,0,deny,manual,1140.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
tray-rectangular-embossed-small,Tray rectangular embossed - Small,"<p>Impress guests as you enhance your serving style with this textured rectangular tray with an antique silver finish.<br>
Dimensions (Inches):<br>
L - 22.25, D - 5.25, H - 0.375</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1560.0,shopify,0,deny,manual,890.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
hammered-aluminium-uruli-big,Hammered Aluminium Uruli- Big,"<p>Beautify your living space with this splendid uruli with its unconventional design. Place flowers and floating candles in it to add some traditional design aesthetics.<br>
Dimensions (Inches):<br>
Dia - 18, H - 6.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",3140.0,shopify,0,deny,manual,2520.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
gold-toned-floral-votives-1,Gold-Toned Floral Votives - 1,"<p>The floral cutwork on these gold-toned metal votives adds a touch of grandeur to your home. Their soft incandescent glow will cast a spell on guests.<br>
Dimensions (Inches):<br>
Dia - 3.50, H - 3.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",184.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
gold-toned-floral-votives-2,Gold-Toned Floral Votives - 2,"<p>The floral cutwork on these gold-toned metal votives adds a touch of grandeur to your home. Their soft incandescent glow will cast a spell on guests.<br>
Dimensions (Inches):<br>
Dia - 3.25, H - 3</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",170.0,shopify,0,deny,manual,150.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
gold-toned-floral-votives-3,Gold-Toned Floral Votives - 3,"<p>Accentuate the ambience of your home with these spectacular metal votives, featuring an elegant floral cutwork that gives the room an enchanting appeal.<br>
Dimensions (Inches):<br>
Dia - 3.5, H - 3.75</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",190.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
floral-votives-with-crimson-coating-1,Floral Votives with Crimson Coating - 1,"<p>Carved in a remarkable floral design, this set of metal votives features a variety of unique floral cut work that adds a graceful aesthetic to your room.<br>
Dimensions (Inches):<br>
Dia - 3.25, H - 3.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",160.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
floral-votives-with-crimson-coating-2,Floral Votives with Crimson Coating - 2,"<p>Carved in a remarkable floral design, this set of metal votives features a variety of unique floral cut work that adds a graceful aesthetic to your room.<br>
Dimensions (Inches):<br>
Dia - 3, H - 3.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",165.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
floral-votives-with-crimson-coating-3,Floral Votives with Crimson Coating - 3,"<p>Carved in a remarkable floral design, this set of metal votives features a variety of unique floral cut work that adds a graceful aesthetic to your room.<br>
Dimensions (Inches):<br>
Dia - 3, H - 3.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",165.0,shopify,0,deny,manual,200.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
metal-container-with-brass-soldering-large,Metal Container with Brass Soldering - Large,"<p>With this evergreen antique-looking artifact, transform your room into a collection of ancient art.<br>
Dimensions (Inches):<br>
H- 8.5, D - 8</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1200.0,shopify,0,deny,manual,1250.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
metal-container-with-brass-soldering-style-3-big,Metal Container with Brass Soldering - Style 3 Big,"<p>With a minimalistic design and a unique gold-toned bottom featuring a wrinkled effect, this container ups your kitchen's style quotient.<br>
Dimensions (Inches):<br>
Dia - 5, H - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",600.0,shopify,0,deny,manual,640.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
metal-container-with-brass-soldering-style-3-small,Metal Container with Brass Soldering - Style 3 Small,"<p>Rendered with a stylish touch and a hint of tradition, this metal container has a wrinkled gold-tone bottom that makes it an stand-out piece in any collection.<br>
Dimensions (Inches):<br>
Dia - 3, H - 3.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",370.0,shopify,0,deny,manual,390.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
metal-container-with-brass-soldering-style-4,Metal Container with Brass Soldering - Style 4,"<p>Rendered with a stylish touch and a hint of tradition, this metal container has a wrinkled gold-tone bottom that makes it an stand-out piece in any collection.<br>
Dimensions (Inches):<br>
H - 9.5, Dia - 5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1760.0,shopify,0,deny,manual,1410.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
soldered-metal-tray,Soldered Metal Tray,"<p>With an eccentric design and uncompromised functionality, this tray can also be used as an accessory box, and speaks volume about your taste.<br>
Dimensions (Inches):<br>
L - 14, D - 10.5, H - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",3470.0,shopify,0,deny,manual,2490.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
soldered-metal-bowl-square,Soldered Metal Bowl - Square,"<p>This square-shaped metal tray adds a dash of contemporary style to your room. You can also use it as an accessory box.<br>
Dimensions (Inches):<br>
L - 9. D - 9, H - 4</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",2160.0,shopify,0,deny,manual,1990.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
soldered-metal-tray-with-handles,Soldered Metal Tray with Handles,"<p>Featuring a contemporary and artistic design, and handles on both sides, this metal tray is a great blend of style and functionality.<br>
Dimensions (Inches):<br>
L - 16.25, H - 9, Dia - 5.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",3600.0,shopify,0,deny,manual,2320.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
tea-light-holder-stand-large,Tea Light Holder Stand - Large,"<p>Bring home a modish touch with this tea light holder stand, which features an appealing design that accentuates the ambience of your room.<br>
Dimensions (Inches):<br>
L - 8.5, D - 8.5, H - 6.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",2350.0,shopify,0,deny,manual,1320.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
tea-light-holder-stand-medium,Tea Light Holder Stand -Medium,"<p>This artfully crafted tea light holder stand adds to the aesthetic appeal of any room, with its elegant design emanating a mystical soft glow onto surrounding walls.<br>
Dimensions (Inches):<br>
L - 6.75, D - 6.75, H - 6.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1970.0,shopify,0,deny,manual,990.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
tea-light-holder-stand-small,Tea Light Holder Stand -Small,"<p>Transform the mood of your room with this uniquely shaped tea light holder stand; it looks great placed on a side table, with its dazzling lights.<br>
Dimensions (Inches):<br>
L - 6.5, D - 4.25, H - 6.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",1720.0,shopify,0,deny,manual,490.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
newspaper-print-mat,Newspaper Print Mat,"<p>Avaialable in four colours, this mat, featuring a newspaper print and high functionality, gives a practical, contemporary and trendy look.<br>
Dimensions (Inches):<br>
L - 29, H - 18.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",852.0,shopify,0,deny,manual,270.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
mirror-mosaic-tea-light-holder-2,Mirror Mosaic Tea Light Holder 2,"<p>Place a tea light our Mirror Mosaic Light holders and transform the ambience of your living room. The gorgeous design of mirrors pays homage to the centuries-old mosaic art form, while providing an eye-catching display for your candles.<br>
Dimensions (Inches):<br>
Dia - 3, H - 3.25</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",560.0,shopify,0,deny,manual,220.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
mirror-mosaic-tea-light-holder-5,Mirror Mosaic Tea Light Holder 5,"<p>Place a tea light our Mirror Mosaic Light holders and transform the ambience of your living room. The gorgeous design of mirrors pays homage to the centuries-old mosaic art form, while providing an eye-catching display for your candles.<br>
Dimensions (Inches):<br>
L - 3.25, D - 3.5, H - 2.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",770.0,shopify,0,deny,manual,230.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
mirror-mosaic-tea-light-holder-7,Mirror Mosaic Tea Light Holder 7,"<p>Place a tea light our Mirror Mosaic Light holders and transform the ambience of your living room. The gorgeous design of mirrors pays homage to the centuries-old mosaic art form, while providing an eye-catching display for your candles.<br>
Dimensions (Inches):<br>
Dia - 3, H - 3.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",540.0,shopify,0,deny,manual,220.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
mirror-mosaic-tea-light-holder-9,Mirror Mosaic Tea Light Holder 9,"<p>Place a tea light our Mirror Mosaic Light holders and transform the ambience of your living room. The gorgeous design of mirrors pays homage to the centuries-old mosaic art form, while providing an eye-catching display for your candles.<br>
Dimensions (Inches):<br>
Dia - 3.25, H - 3.5</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",740.0,shopify,0,deny,manual,170.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
mirror-mosaic-tea-light-holder-10,Mirror Mosaic Tea Light Holder 10,"<p>Place a tea light our Mirror Mosaic Light holders and transform the ambience of your living room. The gorgeous design of mirrors pays homage to the centuries-old mosaic art form, while providing an eye-catching display for your candles.<br>
Dimensions (Inches):<br>
Dia - 3.25, H - 3.75</p>",Isha Life,,Home Decor,"",false,Title,Default Title,,,,,,,,"",700.0,shopify,0,deny,manual,360.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
pill-box,Pill Box,"Organise your pills effectively in this beautiful metal pill box with a striking lid that embodies its simple yet elegant design. <a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><strong>Click here for Copper Cleaning Instructions</strong></a>
Dimensions (Inches):
Dia - 3.25, H - 1.25",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",1070.0,shopify,0,deny,manual,690.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
copper-jar-style-2,Copper Jar - Style 2,"Product Description:

Add this set of containers with hammered copper lids to your kitchen collection, and you'll gain some eccentric styling accentuated with a touch of tradition.

 <strong></strong>

<span style=""color: #000080; font-size: small;""><strong><a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><span style=""color: #000080;"">Click here for Copper Cleaning Instructions</span></a>

 

<strong>Note:</strong> </strong></span>Please do not store milk, juices and other beverages in copper vessels.
Dimensions (Inches):
Dia - 3.25, H - 4",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",390.0,shopify,0,deny,manual,1740.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0105793-2.jpg?v=1569154098,1,"",false,,,,,,,,,,,,,kg,,,archived
copper-jar-style-3,Copper Jar - Style 3,"Add this set of containers with hammered copper lids to your kitchen collection, and you'll gain some eccentric styling accentuated with a touch of tradition. <a href=""https://www.ishashoppe.com/in/copper-cleaning-instructions""><strong>Click here for Copper Cleaning Instructions</strong></a> 



<strong>Note:</strong> Please do not store milk, juices and other beverages in copper vessels.
Dimensions (Inches):
Dia - 3.25, H - 3",Isha Life,,Copper - Kitchen Tools and Storage,"",false,Title,Default Title,,,,,,,,"",290.0,shopify,0,deny,manual,1430.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0105794-1.jpg?v=1569154098,1,"",false,,,,,,,,,,,,,kg,,,archived
copper-jar-style-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0105794-3.jpg?v=1569154098,2,"",,,,,,,,,,,,,,,,,
copper-jar-style-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0105794-2.jpg?v=1569154098,3,"",,,,,,,,,,,,,,,,,
